player_id,player_name,position,team,projected_points,confidence,prev_season_points,prev_season_games,age,overall_rank,position_rank,tier,tier_label,starter_probability,original_projected_points,point_change,expected_games_played,injury_risk_score,age_multiplier,player_multiplier,games_adjustment,injury_risk_category
00-0035710,Daniel Jones,QB,MIN,115.93960156746932,High,109.96000099182127,6.0,28.3,418.0,29.0,4,Backup,0.32,124.74514092702395,-8.80553935955463,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0026158,Joe Flacco,QB,IND,67.27885321389944,Medium,173.4199982881546,6.0,40.6,619.0,30.0,4,Backup,0.2,75.84486105015189,-8.566007836252453,15.08,1.92,1.6,1.0,0.8870588235294118,Medium Risk
00-0026143,Matt Ryan,QB,ATL,65.55547322402482,High,322.42000102996826,17.0,40.3,629.0,31.0,4,Backup,0.12,73.90205867429854,-8.346585450273722,15.08,1.92,1.6,1.0,0.8870588235294118,Medium Risk
00-0038579,Aidan O'Connell,QB,LV,64.59611498634548,High,183.32000124454493,11.0,27.0,637.0,32.0,4,Backup,0.32,69.50214903594134,-4.90603404959586,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039851,Drake Maye,QB,NE,64.57278393055184,Low,,,23.0,638.0,33.0,4,Backup,0.7,68.69445098994876,-4.121667059396927,15.98,1.02,0.85,1.0,0.9400000000000001,Low Risk
00-0037013,Zach Wilson,QB,DEN,49.048967175693136,High,150.4199974089861,9.0,26.1,689.0,34.0,4,Backup,0.1599999999999999,52.77420518903692,-3.725238013343784,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0034771,Mason Rudolph,QB,TEN,44.272236904964416,High,82.31999826431274,5.0,30.1,709.0,35.0,4,Backup,0.2,48.36941050028246,-4.097173595318047,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0039918,Caleb Williams,QB,CHI,43.47982751255793,Low,,,23.8,712.0,36.0,4,Backup,0.85,46.25513565165737,-2.7753081390994367,15.98,1.02,0.85,1.0,0.9400000000000001,Low Risk
00-0037077,Sam Howell,QB,SEA,42.1899422414051,High,386.5399974882602,17.0,25.0,716.0,37.0,4,Backup,0.1599999999999999,44.88291727809053,-2.692975036685432,15.98,1.02,0.85,1.0,0.9400000000000001,Low Risk
00-0039910,Jayden Daniels,QB,WAS,40.559540590072686,Medium,,,24.7,720.0,38.0,4,Backup,0.75,43.14844743624754,-2.588906846174851,15.98,1.02,0.85,1.0,0.9400000000000001,Low Risk
00-0032268,Marcus Mariota,QB,WAS,38.91094250211626,Medium,27.75999975204468,2.0,31.8,727.0,39.0,4,Backup,0.2,42.511955175833954,-3.6010126737176975,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0039732,Bo Nix,QB,DEN,36.91068330547916,Low,,,25.5,730.0,40.0,4,Backup,0.8,39.71402634133834,-2.8033430358591787,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0033119,Jacoby Brissett,QB,NE,29.885131720040413,Medium,30.360000133514404,2.0,32.7,758.0,41.0,4,Backup,0.24,32.6508508509439,-2.7657191309034843,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0036972,Mac Jones,QB,JAX,27.90708887265689,High,178.899995803833,11.0,27.0,761.0,42.0,4,Backup,0.0799999999999999,30.0266146098207,-2.119525737163812,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0031503,Jameis Winston,QB,CLE,26.052953253022665,High,24.46000039577484,6.0,31.7,769.0,43.0,4,Backup,0.12,28.464023476952782,-2.4110702239301176,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0035100,Jake Browning,QB,CIN,22.001497627234297,Medium,207.44000321626663,9.0,29.4,907.0,44.0,4,Backup,0.04,23.67249744702424,-1.6709998197899445,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0038416,Tyson Bagent,QB,CHI,21.85503251365215,Medium,97.76000118255617,5.0,25.2,908.0,45.0,4,Backup,0.12,23.514908400764973,-1.6598758871128219,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0033949,Joshua Dobbs,QB,SF,21.6067371121072,Medium,325.1599998474121,13.0,30.6,909.0,46.0,4,Backup,0.0799999999999999,23.606332320425604,-1.9995952083184036,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0038102,Kenny Pickett,QB,PHI,20.903089287097945,High,163.1999955177307,12.0,27.2,911.0,47.0,4,Backup,0.04,22.49066568864969,-1.5875764015517433,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0031345,Jimmy Garoppolo,QB,LA,19.94118375145055,Medium,110.10000085830688,7.0,33.8,915.0,48.0,4,Backup,0.0799999999999999,21.786640345415123,-1.845456593964574,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0035704,Drew Lock,QB,NYG,18.743319377412707,High,44.61999928951264,4.0,28.8,916.0,49.0,4,Backup,0.01,20.166862621266837,-1.4235432438541302,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0028118,Tyrod Taylor,QB,NYJ,18.668148004530412,Medium,132.3400001525879,10.0,36.1,917.0,50.0,4,Backup,0.12,21.04499443481545,-2.3768464302850383,15.08,1.92,1.6,1.0,0.8870588235294118,Medium Risk
00-0038476,Tommy DeVito,QB,NYG,16.17152880924305,Medium,142.54000091552734,9.0,27.1,918.0,51.0,4,Backup,0.01,17.399746187160243,-1.2282173779171934,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0035993,Tyler Huntley,QB,MIA,15.415315010576158,High,42.119998931884766,5.0,27.6,919.0,52.0,4,Backup,0.0799999999999999,16.58609842910093,-1.1707834185247705,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0037012,Trey Lance,QB,DAL,13.996996282018081,Medium,29.460000038146973,2.0,25.3,920.0,53.0,4,Backup,0.0799999999999999,15.060059290778948,-1.0630630087608672,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0035264,Jarrett Stidham,QB,DEN,13.270196410901665,Medium,38.14000016450882,2.0,29.1,921.0,54.0,4,Backup,0.0399999999999999,14.278059429451158,-1.007863018549493,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
